what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373276348397
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1373276349707
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1373276359192
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373276374355
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1373276375791
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373276565768
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1373276565846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1373276571742
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373276613379
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1373276614658
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373276737446
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1373276737508
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1373276742188
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1373276842309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373277654962
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373277657941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373277667473
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373277673432
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373277674446
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373278175508
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373278293448
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373279648226
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373279649897
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373280543443
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1373280545669
activated,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1373280605314
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373280605497
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1373280606822
closed,editor,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1373280606823
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373280606833
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373280606849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373280617606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373280619456
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373280620562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373280631627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373280634713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373280637475
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373280769639
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373280769655
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1373280770045
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373280770216
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373280770248
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1373280770965
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373280771152
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1373280771199
